"TASK_TYCD","KEY_MSG","KEY","MSG","LANG_CD"
asmt,asmnt.label.rubric.reg=Add rubric,asmnt.label.rubric.reg,Add rubric,en
asmt,asmnt.label.rubric.edit=Modify rubric,asmnt.label.rubric.edit,Modify rubric,en
asmt,asmnt.label.rubric.del=Delete rubric,asmnt.label.rubric.del,Delete rubric,en
asmt,asmnt.label.point.type=Score type,asmnt.label.point.type,Score type,en
asmt,asmnt.label.late.send=Late submission,asmnt.label.late.send,Late submission,en
asmt,asmnt.label.late.send.use=Use late submission,asmnt.label.late.send.use,Use late submission,en
asmt,asmnt.label.score.yn=Evaluate Y/N,asmnt.label.score.yn,Evaluate Y/N,en
asmt,asmnt.label.attachFile.download=Download,asmnt.label.attachFile.download,Download,en
asmt,asmnt.label.feedback.use.yn=Use real-time feedback,asmnt.label.feedback.use.yn,Use real-time feedback,en
asmt,asmnt.label.feedback.guide=Provides real-time notification of feedback to students with a message or PUSH when scoring,asmnt.label.feedback.guide,Provides real-time notification of feedback to students with a message or PUSH when scoring,en
asmt,asmnt.label.team.mut.eval=Evaluation within the team,asmnt.label.team.mut.eval,Evaluation within the team,en
asmt,asmnt.confirm.xxx=xxxx,asmnt.confirm.xxx,xxxx,en
asmt,asmnt.alert.input.feedback=Please enter your feedback.,asmnt.alert.input.feedback,Please enter your feedback.,en
asmt,asmnt.alert.reg_success.feedback=Feedback has been registered.,asmnt.alert.reg_success.feedback,Feedback has been registered.,en
asmt,asmnt.alert.reg_fail.feedback=Failed to register feedback. Please try again.,asmnt.alert.reg_fail.feedback,Failed to register feedback. Please try again.,en
asmt,asmnt.alert.mod_success.feedback=Modified the feedback.,asmnt.alert.mod_success.feedback,Modified the feedback.,en
asmt,asmnt.alert.mod_fail.feedback=Failed to modify feedback. Please try again.,asmnt.alert.mod_fail.feedback,Failed to modify feedback. Please try again.,en
asmt,asmnt.alert.input.reply=Please enter a comment.,asmnt.alert.input.reply,Please enter a comment.,en
asmt,asmnt.alert.reg_success.reply=Comment has been registered.,asmnt.alert.reg_success.reply,Comment has been registered.,en
asmt,asmnt.alert.reg_fail.reply=Failed to register comment. Please try again.,asmnt.alert.reg_fail.reply,Failed to register comment. Please try again.,en
asmt,asmnt.alert.mod_success.reply=Modified the comment.,asmnt.alert.mod_success.reply,Modified the comment.,en
asmt,asmnt.alert.mod_fail.reply=Failed to modify comment. Please try again.,asmnt.alert.mod_fail.reply,Failed to modify comment. Please try again.,en
asmt,asmnt.alert.del_success=Deletion was successful.,asmnt.alert.del_success,Deletion was successful.,en
asmt,asmnt.alert.del_fail=Deletion failed. Please try again.,asmnt.alert.del_fail,Deletion failed. Please try again.,en
asmt,asmnt.alert.all.delete.confirm1=All submitted assignments are pending deletion.,asmnt.alert.all.delete.confirm1,All submitted assignments are pending deletion.,en
asmt,"asmnt.alert.all.delete.confirm2=If you save in the current state, all assignment submission history will be deleted!",asmnt.alert.all.delete.confirm2,"If you save in the current state, all assignment submission history will be deleted!",en
asmt,asmnt.alert.score.input_num=Please enter your score as a number.,asmnt.alert.score.input_num,Please enter your score as a number.,en
asmt,asmnt.alert.score.max_100=You can enter up to 100 points.,asmnt.alert.score.max_100,You can enter up to 100 points.,en
asmt,asmnt.alert.save_success.score=The evaluation score has been saved.,asmnt.alert.save_success.score,The evaluation score has been saved.,en
asmt,asmnt.alert.init_success.score=The evaluation score has been reset.,asmnt.alert.init_success.score,The evaluation score has been reset.,en
asmt,asmnt.alert.input.score=Please enter your score.,asmnt.alert.input.score,Please enter your score.,en
asmt,asmnt.alert.input.title=Please enter a title.,asmnt.alert.input.title,Please enter a title.,en
asmt,asmnt.alert.input.contents=Please enter your content.,asmnt.alert.input.contents,Please enter your content.,en
asmt,asmnt.alert.select.receiver=Please select a recipient.,asmnt.alert.select.receiver,Please select a recipient.,en
asmt,asmnt.alert.select.person=Please select a recipient.,asmnt.alert.select.person,Please select a recipient.,en
asmt,asmnt.alert.send.success=The message was sent successfully.,asmnt.alert.send.success,The message was sent successfully.,en
asmt,asmnt.alert.send_sms.success=The sms was sent successfully.,asmnt.alert.send_sms.success,The sms was sent successfully.,en
asmt,"asmnt.alert.limit.sms_80=When sending SMS, if the content exceeds 80 bytes, it is truncated and sent.",asmnt.alert.limit.sms_80,"When sending SMS, if the content exceeds 80 bytes, it is truncated and sent.",en
asmt,asmnt.alert.input.mobileNo2=Please enter the second calling number.,asmnt.alert.input.mobileNo2,Please enter the second calling number.,en
asmt,asmnt.alert.input.mobileNo3=Enter the third calling number.,asmnt.alert.input.mobileNo3,Enter the third calling number.,en
asmt,asmnt.alert.type.mobileNo=The mobile phone number format does not match.,asmnt.alert.type.mobileNo,The mobile phone number format does not match.,en
asmt,asmnt.alert.ontask.not.modify=Assignments in progress cannot be edited.,asmnt.alert.ontask.not.modify,Assignments in progress cannot be edited.,en
asmt,asmnt.alert.open_y.status=It is opened.,asmnt.alert.open_y.status,It is opened.,en
asmt,asmnt.alert.open_n.status=It is not opened.,asmnt.alert.open_n.status,It is not opened.,en
asmt,asmnt.alert.not.template=There is no corresponding template.,asmnt.alert.not.template,There is no corresponding template.,en
asmt,asmnt.alert.input.asmnt_title=Please enter the assignment title.,asmnt.alert.input.asmnt_title,Please enter the assignment title.,en
asmt,asmnt.alert.input.asmnt_start_date=Enter the assignment start date.,asmnt.alert.input.asmnt_start_date,Enter the assignment start date.,en
asmt,asmnt.alert.input.asmnt_end_date=Enter the assignment due date.,asmnt.alert.input.asmnt_end_date,Enter the assignment due date.,en
asmt,asmnt.alert.input.asmnt_content=Please enter your assignment details.,asmnt.alert.input.asmnt_content,Please enter your assignment details.,en
asmt,asmnt.alert.input.mut_eval_start_date=Enter the start date of the mutual evaluation.,asmnt.alert.input.mut_eval_start_date,Enter the start date of the mutual evaluation.,en
asmt,asmnt.alert.input.mut_eval_end_date=Enter the end date of the mutual evaluation.,asmnt.alert.input.mut_eval_end_date,Enter the end date of the mutual evaluation.,en
asmt,asmnt.alert.input.eval.person.cnt=Enter the number of people evaluated.,asmnt.alert.input.eval.person.cnt,Enter the number of people evaluated.,en
asmt,asmnt.alert.input.open.date=Please enter the opening date.,asmnt.alert.input.open.date,Please enter the opening date.,en
asmt,asmnt.alert.input.score_ratio=Input is only possible within the remaining reflection ratio.,asmnt.alert.input.score_ratio,Input is only possible within the remaining reflection ratio.,en
asmt,asmnt.alert.input.only.number=Only numbers can be entered.,asmnt.alert.input.only.number,Only numbers can be entered.,en
asmt,asmnt.alert.select.team.ctgr=Please select a team category.,asmnt.alert.select.team.ctgr,Please select a team category.,en
asmt,"asmnt.alert.select.team_manage_tab=If no team has been created, please register and create a team in the team management tab.",asmnt.alert.select.team_manage_tab,"If no team has been created, please register and create a team in the team management tab.",en
asmt,asmnt.alert.select.team=Please select a team.,asmnt.alert.select.team,Please select a team.,en
asmt,asmnt.alert.select.std=Please select a learner.,asmnt.alert.select.std,Please select a learner.,en
asmt,asmnt.alert.not.eval.result=There are no evaluation results.,asmnt.alert.not.eval.result,There are no evaluation results.,en
asmt,asmnt.alert.team.select.fail=Previous team and next team search failed. Please try again.,asmnt.alert.team.select.fail,Previous team and next team search failed. Please try again.,en
asmt,asmnt.alert.score.save_fail=Failed to register score. Please try again.,asmnt.alert.score.save_fail,Failed to register score. Please try again.,en
asmt,asmnt.alert.score.save_success=Score registration has been completed.,asmnt.alert.score.save_success,Score registration has been completed.,en
asmt,asmnt.alert.asmnt.del_success=The assignment was successfully deleted.,asmnt.alert.asmnt.del_success,The assignment was successfully deleted.,en
asmt,asmnt.alert.asmnt.del_fail=Failed to delete assignment. Please try again.,asmnt.alert.asmnt.del_fail,Failed to delete assignment. Please try again.,en
asmt,asmnt.alert.team.count.select_fail=Failed to check the number of teams. Please try again.,asmnt.alert.team.count.select_fail,Failed to check the number of teams. Please try again.,en
asmt,asmnt.alert.input.file.upload=There are no registered files. Please register the file.,asmnt.alert.input.file.upload,There are no registered files. Please register the file.,en
asmt,asmnt.alert.request.resubmit.yn=Would you like to request submission?,asmnt.alert.request.resubmit.yn,Would you like to request submission?,en
asmt,asmnt.alert.request.resubmit_success=Requested a re-submission.,asmnt.alert.request.resubmit_success,Requested a re-submission.,en
asmt,asmnt.alert.request.resubmit_fail=The re-submission request failed. Please try again.,asmnt.alert.request.resubmit_fail,The re-submission request failed. Please try again.,en
asmt,asmnt.alert.select.score.save.type=Please select a grade processing type.,asmnt.alert.select.score.save.type,Please select a grade processing type.,en
asmt,asmnt.alert.join.user.search_fail=Failed to retrieve participant list. Please try again.,asmnt.alert.join.user.search_fail,Failed to retrieve participant list. Please try again.,en
asmt,asmnt.alert.request.trans.pdf=Would you like to request conversion to a pdf file?,asmnt.alert.request.trans.pdf,Would you like to request conversion to a pdf file?,en
asmt,asmnt.alert.request.trans.pdf_success=The pdf file conversion request was successful.,asmnt.alert.request.trans.pdf_success,The pdf file conversion request was successful.,en
asmt,asmnt.alert.request.trans.pdf_fail=The request to convert the pdf file failed. Please try again.,asmnt.alert.request.trans.pdf_fail,The request to convert the pdf file failed. Please try again.,en
asmt,asmnt.alert.no.eval.date=It's not a mutual evaluation period.,asmnt.alert.no.eval.date,It's not a mutual evaluation period.,en
asmt,asmnt.alert.bring.stu.list_fail=Failed to retrieve learner list. Please try again.,asmnt.alert.bring.stu.list_fail,Failed to retrieve learner list. Please try again.,en
asmt,asmnt.alert.input.asmnt_file=Register your assignment file.,asmnt.alert.input.asmnt_file,Register your assignment file.,en
asmt,asmnt.alert.input.send.success=The assignment was successfully submitted.,asmnt.alert.input.send.success,The assignment was successfully submitted.,en
asmt,asmnt.alert.input.send.fail=Failed to submit assignment! Please try again.,asmnt.alert.input.send.fail,Failed to submit assignment! Please try again.,en
asmt,asmnt.alert.extsend.date.deadline=The extended submission period has closed.,asmnt.alert.extsend.date.deadline,The extended submission period has closed.,en
asmt,asmnt.alert.not.send.date=This is not the assignment submission period.,asmnt.alert.not.send.date,This is not the assignment submission period.,en
asmt,asmnt.alert.no.submit.file=There are no files to submit.,asmnt.alert.no.submit.file,There are no files to submit.,en
asmt,asmnt.alert.edit.asmnt=Would you like to edit your assignment?,asmnt.alert.edit.asmnt,Would you like to edit your assignment?,en
asmt,"asmnt.alert.input.submit.file=Once you have added the assignment file to send, press the save button!",asmnt.alert.input.submit.file,"Once you have added the assignment file to send, press the save button!",en
asmt,"asmnt.alert.input.re_submit.file_1=As soon as you learn, let's go out and learn the subject!",asmnt.alert.input.re_submit.file_1,"As soon as you learn, let's go out and learn the subject!",en
asmt,"asmnt.alert.input.re_submit.file_2=After deleting and adding, press the save button.",asmnt.alert.input.re_submit.file_2,"After deleting and adding, press the save button.",en
asmt,asmnt.alert.check.user=Please select the number of people.,asmnt.alert.check.user,Please select the number of people.,en
asmt,asmnt.alert.score.chart.select_fail=Failed to check grade distribution. Please try again.,asmnt.alert.score.chart.select_fail,Failed to check grade distribution. Please try again.,en
asmt,asmnt.alert.team.join.after.send=You can submit your assignment after participating in the team.,asmnt.alert.team.join.after.send,You can submit your assignment after participating in the team.,en
asmt,asmnt.alert.send.only.leader=Only team leaders can submit.,asmnt.alert.send.only.leader,Only team leaders can submit.,en
asmt,asmnt.alert.input.no.submit.file=No assignments have been submitted.,asmnt.alert.input.no.submit.file,No assignments have been submitted.,en
asmt,"asmnt.alert.select.info.copy=When selected, assignment information will be copied.",asmnt.alert.select.info.copy,"When selected, assignment information will be copied.",en
asmt,asmnt.alert.input.submit.stu.read.set=Make submissions readable across learners,asmnt.alert.input.submit.stu.read.set,Make submissions readable across learners,en
asmt,asmnt.alert.excel.score.insert=Grade processing has been completed.,asmnt.alert.excel.score.insert,Grade processing has been completed.,en
asmt,asmnt.alert.error=An error occurred!,asmnt.alert.error,An error occurred!,en
asmt,asmnt.alert.memo.insert=The note has been saved.,asmnt.alert.memo.insert,The note has been saved.,en
asmt,asmnt.alert.memo.error=An error occurred while saving the memo. Please try again later.,asmnt.alert.memo.error,An error occurred while saving the memo. Please try again later.,en
asmt,asmnt.alert.input.eval.date=Please enter the date.,asmnt.alert.input.eval.date,Please enter the date.,en
asmt,asmnt.alert.input.eval.hour=Please enter the time.,asmnt.alert.input.eval.hour,Please enter the time.,en
asmt,asmnt.alert.input.eval.min=Please enter the minutes.,asmnt.alert.input.eval.min,Please enter the minutes.,en
asmt,asmnt.alert.ind.score.aply=Individual assignments cannot be reflected in grades.,asmnt.alert.ind.score.aply,Individual assignments cannot be reflected in grades.,en
asmt,asmnt.alert.ctgr.rubric.score=This is a rubric assessment task. Please rate the rubric in EZ-Grader.,asmnt.alert.ctgr.rubric.score,This is a rubric assessment task. Please rate the rubric in EZ-Grader.,en
asmt,asmnt.alert.empty.rubric=Set the evaluation method rubric.,asmnt.alert.empty.rubric,Set the evaluation method rubric.,en
asmt,"asmnt.alert.change.no.sumit.confirm=Would you like to process non-submission? If you have an evaluation score, it will be initialized.",asmnt.alert.change.no.sumit.confirm,"Would you like to process non-submission? If you have an evaluation score, it will be initialized.",en
asmt,asmnt.alert.not.exists.asmnt=No Assignment information found.,asmnt.alert.not.exists.asmnt,No Assignment information found.,en
asmt,asmnt.alert.not.exists.asmnt.join.user=No Assignment submission information found.,asmnt.alert.not.exists.asmnt.join.user,No Assignment submission information found.,en
asmt,asmnt.alert.revert.no.submit.file.exist=The file you submitted cannot be unsubmitted because it is not possible to process it.,asmnt.alert.revert.no.submit.file.exist,The file you submitted cannot be unsubmitted because it is not possible to process it.,en
